tb17id,uid,sid,topID,quesID,quesAns
98,195,ABUXM7VAW5SKJ,2,prac_k1,"     Cats are native to every continent except Australia and Antarctica. Cats are very specialized meat-eaters. These awesome hunters have fine fur, sharp claws, lethal teeth, acute senses and powerful agile bodies which make them experts at running, climbing, swimming and jumping. There are 38 different species of cat including the tiger, lion, leopard, snow leopard and jaguar. 

     Wild horses once ranged throughout the world. Climate change reduced their numbers until they almost became extinct. However, about 6000 years ago, horses were tamed by people. Thus, many shapes and sizes of horses developed through breeding. Wild horses, asses and zebras all belong to the same family, equids, however, they live in different habitats. 

     The first apes lived on Earth about 20 million years ago, and they are our closest living relatives. There are four main groups, chimpanzees, gorillas, bonobos and orangutans.  "
99,194,A1D0PHYBW2QXXF,2,prac_k1,"Wild horses once roamed all over the world, but are nearly extinct due to climate change. Horses were domesticated about 6000 years ago. There are three varieties horses, zebras and asses, all belonging to the genus equidae. The three varieties evolved different characteristics to help them survive in their respective habitats. Now, thanks to breeding, horses come in many shapes and sizes."
100,197,A3W3TEOEEF4Z3X,2,prac_k1,"I learned that wild horses almost went extinct due to climate change, but were domesticated 6000 years ago. They were native to central Asia. I learned that chimps are more closely related to humans than they are to gorillas, and that baby gorillas are only half the size of human babies. Cats are native to all countries except Antarctica and Australia."
101,191,A1RQUDG08EIML7,2,prac_k1,"The article presents a brief overview of three animal species: The cats, wild horses and apes. Cats exist in almost continents, except Australia and Antactica. They are meat-eaters. From small domestic cats to huge siberian leopards, they belong to the same family. Domestic, wild horses, asses and zebras belong to the same family, called equids. Their numbers are decreasing due to climate change.
Apes are the closest relatives of humans. They are in four main groups: chimpanzees, gorillas, bonobos and orangutans."
102,199,A20NDRGSZZRQF,2,prac_k1,I LIKE THE INFORMACTION ON THE CATS.THERE IS ALOT OF DIFFRENT KINDS OF CATS .SIBERIAN ARE THE MOST POPULAR.I LEARNED THEY HAVE 2 LAYERS ON THERE BODY .TOUGHER COAT PREVENTS OTHER ANIMALS FROM ATTACKING THEM.THERE VARY IN WEIGHT.THE ARTICLE WAS VERY INTERESTING TO READ.THERE COAT KEEPS THEM VERY WARM UNLIKE SOME OTHER ANIMALS..INTERESTING THANKS
103,200,ADVZAZ12Z8N9J,2,prac_k1,"I learned that lions are a family type of animal, and they mostly travel in packs. However, tigers do not travel in packs, as they are solitary animals. Furthermore all cats belong to the same species, wheter big or small, is known as feliae. Then the next category was that of apes. I learned that these animals are half the weight of a human baby when born. "
104,192,A14CX1IUDSVFLL,2,prac_k1,"Cats are specialized meat eaters.
There are 38 different species of cat paws of covered with hair and pads help to move silently they have rounded ears for easy picking up sounds from all direction.Cats furs present on their skin gives warmth.
wild horses numbers are getting reduced due to climate change horses were tamed by people.Many sizes of horses were developed through breeding."
105,193,A2ARHK50FQ79YC,2,prac_k1,"Big cats are native to every continent but Australia and Antarctica. Horses were first tame by humans roughly 6,000 years ago. Gorillas are the largest of the four great apes. "
106,202,A3LRSX7ECYPSF4,2,prac_k1,"Big cats usually live solitary lives, except for lions, who live in bigger groups. Cats have short undercoats, and longer, coarser top coats, called guard hairs. Together, these two types of fur protect cats from the elements and also give them extra sensitivity to their environments. Big cats, including lions, all belong to the group of animals known as felidae. "
107,203,A17I88FWG7XU6A,2,prac_k1,"Cats are not native to Australia and Antartica. Cats have fine sharp claws and lethal teeth. Apes are our closest relative. They consist of gorillas, chimpanzees and orangutans. Wild horses were domesticated 6000 years ago. Now there are not many wild horses left, but the close cousin the zebras still roam Southern Africa to this day. This was a great article. "
108,205,A319HGTKM0UY0V_2,2,prac_k1,"Cats are of the species felidae. Big cats are on every continent except antartica and australia. There are four main types of Great ape including bonobos, gorillas, and the chimpanzee. All great apes share 99 percent of their DNA with the chimpanzee. Horses have been around for 6000 years. The asses evolved for the deserts. Zebras evolved for the plains and horses for grassland. "
109,206,A23S3TBFRILU5H,2,prac_k1,"I learned our closest living relative is a monkey. More specifically, it is a chimpanzee. We share a lot of same DNA as monkeys. I also learned a bit about cats which were described as specialized meat eaters. I learned that cats came from everywhere except Australia and Antarctica. The next area I learned about was horses which belong to the equid family which includes zebras. It mentioned that horses almost became extinct and humans tamed them over 6,000 years ago."
110,207,A30QRYULPVYZQV_2,2,prac_k1,"Big cats are found everywhere but 2 contenants.  There are 38 different species of big cats including lions, tigers, leopards and jaguars.  They are all part of the felidoe family.

Big cats use their tails for balance.  they also use them to communicate with other cats.  They have round ears which give them better hearing.  They have retractable claws and hair on the pads of their feet which allow ease in running.

The big cats double layer coat protect them from extreme cold or heat.  The undercoat is soft, short fur and the outer coat is long course hair.  The longer hair, called guard hair help them in feeling their way when they move.  Their color also camoufloges their movement.  They have loose skin which makes it harder for attackers to grab hold of them."
111,209,A2EMG4S9LWOIZZ,2,prac_k1,"the main point that i have learned is their environment that each animal lives in, where they come from, the country that bare from. what they eat"
112,210,A1YBX7P5PY8LL,2,prac_k1,"Apes come from a group of animals that are 99% similar to that of human genes.  Cats originated from parts of Asia and Antarctica.  There are many different types of cats, but they all have similar features.  There are many different types of horses, but they all genuinely fall into the equid category.  Horses have been domesticated which has influenced their size."
113,211,test,2,prac_k1,d
114,212,test1,2,prac_k1,test
