tb9id,uid,sid,topID,quesID,quesAns,bonusWord,bonusWordCnt,bonusMoney
109,242,A1D8CKTVHAVZ7I,1,k2,"Bone grafts are transplant of bone tissue
bone grafts can be used to repair bone, tendons, or cartilage
Bone grafts provide a place for bone to grow
Allografts are bone tissue  from another person
this usually comes from someone who died
autografts are bone tissue from the same person getting the tissue
autograft downside is that you have two surgical sites
there is the harvesting site and the site where it is going
allograft downside is that there is a greater chance of rejection
allgraft donors are usually young people. people with who have had cancer cannot donate
blood donation is where someone has blood drawn from a vein
you can donate whole blood or blood components
you can donate a pint of whole blood and the body replaces the fluid in 24 hours
corneal transplant is surgery to replace your cornea
the surgery is called keratoplasty
there are three layers to the cornea
surgery could replace all the layers or just the outer most layer
the cornea has no blood vessals
there is a synthetic cornea that has been developed
the synthetic cornea has a 1 in 5 chance of rejection
people having cataract surgery can have complications that damage the cornea and then they require cornea transplants
There is a disease where the inner layer of the cornea slowly dies off. 
This disease can be detected by an ophthalmologist
",bone transplant bone tissue bone repair bone tendons cartilage bone place bone bone tissue person someone bone tissue person tissue autograft sites harvesting site site allograft chance rejection donors people people cancer blood donation someone blood vein blood blood components pint blood body fluid hours transplant surgery cornea surgery keratoplasty layers cornea surgery layers layer cornea blood cornea cornea chance rejection people cataract surgery complications damage cornea cornea transplants disease layer cornea disease ophthalmologist,74,3.70
110,255,A14D9PSNENZCDT,1,k2,"bone grafts:
the surgeon makes the incision close to the injury
sometimes, chronic pain is caused by accidental harm to the nerves
allograph is a graft from another persons bone, autograph is a graft from a bone from a different part of the body

blood donation:
people can have A, B, AB, and O blood types.  Type O is the most common and can be given to anyone.
the blood donated is tested for diseases and the risk of spreading disease is very low
people can safetly donate 1 pint of blood, typically through a vein
people who are under 110 pounds, under 17 years of age, preganant or given birth within 6 weeks, or are at risk for diseases are not permitted to donate.
corneal transplants:
There are three layers of the cornea, stroma makes up 90% and is the middle most area.
the inner most area is mostly composed of water.
surgeans can replace all or some of the cornea.
more people are willing to donate corneas so people do not have to wait long
sometimes sutures are used to keep the transplant in place.
there are no blood vessels in the cornea, it is kept alive through oxygen.",bone surgeon incision injury pain nerves graft persons bone graft bone part body blood donation people blood types type blood diseases risk disease people pint blood vein people pounds years age birth weeks risk diseases transplants layers cornea stroma middle area area water cornea people corneas people sutures transplant place blood vessels cornea oxygen,54,2.70
111,252,AMBSLLFEZ63NX,1,k2,"autograft - where the bone graft is from someone else
bone graft can be from your self as well
",autograft bone graft someone bone graft,6,0.30
112,253,A42UZIPIKDFI5,1,k2,"Bone grafts repairs diseased bones, tendons also bone loss bone grafts helps the growth of living bones living cells makes new bones they freeze donated bones they can make sure it is safe  Donations healthy adults can donate 1 pint of blood safely whole blood is blood from a regular donation you get 4 things from a donation red blood cells white blood cells platelets and plasma platelets are colorless blood cells it helps clotting you can not take aspirin for 48 hour before donation plasma is the fluid part of blood you can give plasma once per month autologous is the patient donating their own blood for themselves regular donations are used the most ",bone bones tendons bone loss bone growth bones cells bones freeze bones donations adults pint blood blood blood donation donation blood cells blood cells platelets plasma platelets blood cells aspirin hour donation plasma fluid part blood plasma month patient blood donations,41,2.05
113,245,A27N42X43L6EH1,1,k2,"Bone Graft:
-There are 2 types: allograft (from another person) and autograph (from the same persons body)
-autograph is better because the risk of disease, infection and rejection are less
-one side affect is: pain at the site

Blood Donation:
-donor must be at least 16-17 years of age and must weight least 110 pounds
-2 types of donation are: drawn directly from the vein or run through a machine to filter

Corneal Transplants:
-the cornea can become cone shaped (starting in the teen years and becoming gradually worse)
-there are 3 layers of the cornea
-transplants are from other donors
",bone graft types allograft person persons body risk disease infection rejection side pain site blood donation donor years age weight pounds types donation vein machine filter transplants cornea years layers cornea transplants donors,33,1.65
114,264,A3EG94296X6Z83,1,k2,,,0,0.00
115,244,A1FGKIKJYSL1MI,1,k2,,,0,0.00
116,267,A344UMEXUHEQCW,1,k2,,,0,0.00
117,251,A2PGL01ZNOAZ9W,1,k2,"-cornea is the transparent part of the eye and it helps the eye focus
-it has 3 layers: epithelium (outer), stroma (middle) and endothelium (inner)
-no layers have blood vessels so tears nourish them with the oxygen they need
-A damaged cornea usually means corneal transplant, called a keratoplasty, since cornea is super important for seeing
-a cornea transplant can restore vision and reduce the pain
-cornea transplants are more common than kidney and liver transplants because there are donations from people who have died, which also means more timely donations.
-penetrating cornea transplant is replacing all layers with lamellar being a partial procedure

-Blood type is based on type of antigen on red blood cells
-antigens are protein that stimulate antibodies
-4 bloods types: A, B, AB or O, and each person has one type of those bloods types
-blood types can differ by region of the world; America - 40% = O, Indian and Asia - high in type B; Europe is high with Type A
-For a blood transfusion, the blood types have to match with the exception of O, which is safe for everyone
-People with blood type AB are called ""universal recipients"" because they can accept any type of blood type
-ABO incompatibility can lead to blood in urine, back pain, chills and fever; kidney problems, low blood pressure, death.
-Blood banks store blood by preventing blood from clotting (i.e.coagulation)
-Heparin is a type of anticoagulant 
-Blood banks also screen for things like HIV and hepatitis
-The risk of getting HIV from a transfusion is less than the odds of getting struck by lightning
-CJD is a brain disorder than can be a result of a transfusion
-Some blood banks remove white blood cells because of allergic reactions that some people have
-aphresis is a method of blood collection

-allograft is getting a bone or tissue from someone else
-allografts are used to replace bone, tissue or cartilage and over 900,000 are harvested every year
-
",cornea part eye eye focus layers epithelium stroma middle endothelium layers blood vessels tears oxygen need cornea transplant keratoplasty cornea cornea transplant vision pain cornea transplants kidney liver transplants donations people donations cornea transplant layers procedure blood type type blood cells antigens protein antibodies types person type types blood types type type blood transfusion blood types everyone people blood type recipients type blood type incompatibility blood urine pain chills fever kidney problems blood pressure death blood banks store blood blood type anticoagulant blood banks screen hepatitis risk transfusion lightning brain disorder result transfusion blood banks blood cells reactions people method blood collection allograft bone tissue someone bone tissue cartilage year,110,5.50
118,266,ADTNOFJHTTB1L,1,k2,,,0,0.00
119,271,A2QCDKTLMY4P48,1,k2,,,0,0.00
120,249,A1BPV7X3HFU3S,1,k2,"   Blood donations are used for transfusions, or seperated into components to make blood products. Drawn from the vein, it will be carefully cleaned. It is important to know the blood type; for the purpose of matching the patient with the correct donated blood type. The different blood types are: A,B,AB, or O.
   Donated tissue is obtained from either another donor (called allograt; or from the patient themselves (called autograft). The surgeon must be very careful when performing the surgery, because mistakescould affect the nerves near the area.
   A cornea transplannt is performed to replace tissue.The procedure is called Keratoplasty. The cornea, which helps us focus; is dome shaped and has three layers. These layers are called Epithelium, stroma (middle layer), and Endothilium. Some patients only have one or two layers replaced; depending on their situation. 

",blood donations transfusions components blood products vein blood type patient blood type blood types tissue donor patient autograft surgeon surgery nerves area cornea procedure keratoplasty cornea focus layers layers epithelium stroma middle layer patients layers situation,36,1.80
121,273,A28THWK5IO1YOP,1,k2,,,0,0.00
122,279,A1XNXH5WGDXES5,1,k2,,,0,0.00
123,265,A2A3QA1VCMLUSX,1,k2,"A cornea transplant is a surgery to replace part of your cornea with tissue from a donor
The cornea is located on the outer surface of the eye
The cornea has three layers and all three help focus the eye
If you have damaged the cornea you may have impaired vision or be in a lot of pain
The transplant surgery is called a keratoplasty
There is usually a short wait for cornea transplants
A bone graft is a surgery to transplant bone tissue
The side effects may include chronic pain from the surgical site or rejection
Recovery time depends on the person and the size of the surgery and can take up to 3 months or longer
Blood donation is when a person consents to have their blood drawn so it can be used for transfusions
The blood donation itself usually only takes around 10 minutes
Red blood cells is the part of the blood that patients of transfusions usually need the most

",cornea transplant surgery part cornea tissue donor cornea surface eye cornea layers focus eye cornea vision lot pain transplant surgery keratoplasty cornea transplants bone graft surgery transplant bone tissue side effects pain site rejection recovery time person size surgery months blood donation person blood transfusions blood donation minutes blood cells part blood patients transfusions need,55,2.75
124,274,A014570429HSF84C0QZCF,1,k2,,,0,0.00
125,263,A1SMTECZU2UDYD,1,k2,,,0,0.00
126,277,A25AMA8W5ASH00,1,k2,,,0,0.00
127,278,A2FNI9973CF233,1,k2,"If transplanted bones come from another person its called an allograft.

Autograft is one of the safest procedures because there is no risk of transmitting a disease.

Bone Allograft harvest has a potential risk of disease transmission.",bones person allograft autograft procedures risk disease bone allograft harvest risk disease transmission,13,0.65
128,281,A1IV8V08K6S98Y,1,k2,"Blood Donations:usually involved either full/whole blood donation (of all components) or a process called apheresis where the blood is separated into white blood cells, red blood cells, platelets and plasma. Either way, it is extracted with a needle but with Apheresis, the blood enters a machine where it is separated into the individual components. Each component has a specific use during blood transfusions in surgery or for a specific treatment needed as a result of a certain condition. And each type of extraction from a donor has during recovery periods and different consideration about applicability and safety. 

Bone Grafts are basically bone transfusions where a disease or accident has weakened or ruined a patients bone mass in a certain area that now requires treatment to help the bne heal or actually re-grow. 

Corneal transplants are needed when a patients cornea has become diseased or damaged. Fortunately, there is a good supply of corneas from deceased patients, making a long wait unnecessary. The cornea as an organ is important for vision and focus so if one of its three layers (the epithelium, stroma or endothelium) become damaged, either a full (penetrating) corneal transplant or partial (lamallar) corneal transplant might be needed. Interestingly, Corneas get their nourishment from tears as there is no blood cell ""connectivity"" in the cornea. ",blood blood donation components process apheresis blood blood cells blood cells platelets plasma way needle apheresis blood machine components component blood transfusions surgery treatment result condition type donor recovery safety bone bone transfusions disease accident patients bone mass area treatment transplants patients cornea supply corneas patients cornea organ vision focus layers epithelium stroma endothelium transplant transplant corneas tears blood cell cornea,61,3.05
129,275,A19FEU28J4WZ1Z,1,k2,,,0,0.00
130,280,A3DKYNYN50FYFY,1,k2,"Blood Donation:
 Donors can donate whole blood or blood components, which include red blood cells, white blood cells, platelets and plasma.
 Apheresis is a method for taking blood components from a donor.
 Red Blood cells can be stored for up to ten years.  
",blood donation donors blood blood components blood cells blood cells platelets plasma apheresis method blood components donor blood cells years,20,1.00
131,285,ABUABR22YMOGG,1,k2,"A bone graft is the transplant of bone tissue, it can also be used to repair bone loss caused by fractures from accidents, or to enhance the density and quality of existing bone, or to reduce suffering from a variety of illnesses, such as tumors or cancers.If the transplanted bone comes from another person, it is called an Allograft.If the transplanted bone originates from another part of the patient’s own body, it is called an Autograft.I learned that Blood donation is a procedure in which a person agrees to have blood drawn so that it can be used for transfusions or separated into components to make blood products.There are different types of donation. The most common way is to take blood from a vein as whole blood.Another way is called Apheresis, in which the whole blood goes through a special machine to separate it during the donation, so that only certain parts of blood are collected.A cornea transplant is a surgical procedure to replace part of your cornea with tissue from a donor. The procedure is also called a Keratoplasty. The cornea is the transparent, dome-shaped surface of your eye.The cornea has three different layers. The outermost layer is called the epithelium. The innermost layer is the Endothelium. Sitting between the epithelium and the Endothelium is the Stroma. Interestingly, these layers have no blood vessels, so the cornea is nourished by absorbing oxygen from tears.The procedure that transplants all the layers of the cornea is called a penetrating cornea transplant.The procedure that replaces only some of the layers of cornea is called Lamellar cornea transplant. ",bone graft transplant bone tissue repair bone loss fractures accidents density quality bone variety illnesses tumors bone person bone part patients body blood donation procedure person blood transfusions components blood types donation way blood vein way apheresis blood machine donation parts blood cornea transplant procedure part cornea tissue donor procedure keratoplasty cornea surface cornea layers layer epithelium layer endothelium epithelium endothelium stroma layers blood vessels cornea oxygen procedure transplants layers cornea cornea procedure layers cornea cornea transplant,77,3.85
132,284,A1WGRC3OHD9HP8,1,k2,"Corneal transplants can involve one of the three layers of the cornea or just one.  The procedure can save a persons eyesight. It is called keriotoplasty. A bone graft can involve taking bone from one part of your own body and grafting to another called autograft or taking from another person called allagraft.  There is pain in the area of the graft.  Conditions like cancer can cause bone grafts to be needed.  Blood donation can be done by 16 or 17 years old or older depending on the state.  Donors must weigh 110 lbs. and not have had cancer or heart disease.  A pint can be give with not negative effects and the blood is replaced within 24 hours.  Blood types are A, B, AB and O.  Your body will reject the wrong blood type.O is a universal donor and AB is universal recipient.  A large needle is used so blood cells are not damaged.  Whole blood is taken or a machine can break the blood into components.  ",transplants layers cornea procedure persons bone graft bone part body autograft person pain area graft conditions cancer cause bone blood donation years state donors cancer heart disease pint effects blood hours blood types body blood donor needle blood cells blood machine blood components,43,2.15
133,289,A38PKJM1ZRMDT8,1,k2,I learned a lot.,lot,1,0.05
134,291,A1TNQU9L5L62PL,1,k2,"
A bone graft is the transplant of bone tissue. Surgeons use bone grafts to repair and rebuild diseased bones, tendons, and cartilage in the hips, knees and spine. Bone grafts can be used to enhance the density and quality of existing bones or to reduce suffering from cancer or tumors. If the transplated bone comes from someone else, it is called an allograft. Most allografts come from the bones of people who have died. Donated bones are frozen. If the transplanted bone originates from another part of the patient’s own body, it is called an autograft. In some cases they use a man-made substitute. Drawbacks from the procedure include pain if nerves are cut, or rejection of the implants. Bone grafts enable the body to build new bones by providing a framework to support the growth of new bone cells. An allograft usually comes from dead people with excellent medical histories who have chosen to be organ donors. Freezing the bones reduces the risk of transmitting infection and disease. Autografts reduce the risk of rejection because they come from the patients own body.

Blood donation is a procedure where a person agrees to have their blood drawn so that it can be used for transfusions or to make blood products. Millions of people need blood transfusions each year because of surgery or disease. The most common blood donation is to take blood from the vein. A large needle is used to minimize the forces that can damage the blood cells as they flow through the needle. The blood is stored in a flexible plastic bag. Another blood donation type is aphresis in which the whole blood goes through a special machine to separate it into parts such as red blood cells, plasma, platelets, and white blood cells. Healthy people can donate a pint of blood without any problems. The body replaces the lost fluids within 24 hours of a donation. The lost red blood cells get replenished within several weeks. Blood banks preserve blood by adding chemicals that keep the blood from clotting until it is needed. The process where blood turns from a liquid to a gel is called coagulation or clotting. Blood banks useananticoagulant, such as Heparin and refrigerate the blood to keep it liquid. It is possible to store blood for years depending on the component. Blood banks also test the blood for infection agents. Besides getting HIV, another risk is getting CJD from a transfusion. CJD is the human version of mad cow disease and is very rare, but fatal brain disorder. Some blood banks remove white blood cells from the blood. This is called leukocyte reduction. Some people are allergic to white blood cells in donated blood. Every person has one of the following blood types: A, B, AB, or O. This is determined by whether the blood contains the A- or B- antigen, both, or neither. About 40% of americans have type O blood

Corneal Transplants transplant the cornea of one person onto another person.",bone graft transplant bone tissue surgeons bone repair bones tendons cartilage hips knees spine bone density quality bones cancer tumors bone someone allograft bones people bones bone part patients body autograft cases substitute drawbacks procedure pain nerves rejection bone body bones framework support growth bone cells allograft people histories organ donors bones risk infection disease risk rejection patients body blood donation procedure person blood transfusions blood products millions people need blood transfusions year surgery disease blood donation blood vein needle forces damage blood cells flow needle blood plastic bag blood donation type blood machine parts blood cells plasma platelets blood cells people pint blood problems body fluids hours donation blood cells weeks blood banks blood chemicals blood process blood coagulation blood banks blood store blood years component blood banks test blood infection agents risk transfusion version cow disease brain disorder blood banks blood cells blood leukocyte reduction people blood cells blood person blood types blood type blood transplants transplant cornea person person,162,8.10
135,300,A2STPV2BBA882Y,1,k2,,,0,0.00
136,302,A3AFOESOUB7CXU,1,k2,"Blood donations are used for transfusions or they can be separated into their various components.  Each year, millions of people need blood from donations due to surgery or disease.  There are different methods for extracting the blood from a donor.  The most common method is using a large needle and drawing the blood from a vein.  There are four different components of blood:  red blood cells, white blood cells, platelets and plasma. People can donate approximately every four months. ",blood donations transfusions components year millions people need blood donations surgery disease methods blood donor method needle blood vein components blood blood cells blood cells platelets plasma people months,29,1.45
137,303,ANGB67ECCF73,1,k2,"Bone Grafts:
1) Osteoblasts are responsible for the formation of new bone
2) A bone graft creates a framework for new bone to grow
3) A bone graft from elsewhere in the patients body is called an autograft
4) A bone graft from an outside source is an allograft
5) Allografts come from cadavers (dead people)
6) Some side effects of a bone graft is chronic pain or rejection of the graft.

Cornea Transplants:
1) A cornea transplant is called a keratoplast
2) From superficial to deep the cornea has three layers the epithelium, stroma, and endothelium
3) Varying layers of the corea are needed in transplantation
4) Most cornea transplants come from cadavers (dead people)
5) Corneas have no blood supply of their own
6) The cornea acquires oxygen from tears

Blood Donation:
1) Healthy adults can give 1 pint of blood per donation.
2) The fluids lost in a donation can be replaced in 24 hours.
3) Whole blood can be separated into 4 parts: Red blood cells, white blood cells, plasma, and platelets
4) Whole blood has a 30 day shelf life
5) Apheresis (donation via blood separation machine) typically takes 2 hours to complete
6) Red blood cells can be frozen and stored for up to 10 years.",bone osteoblasts formation bone bone graft framework bone bone graft patients body autograft bone graft source allograft people side effects bone graft pain rejection graft cornea transplants cornea transplant cornea layers epithelium stroma endothelium layers transplantation cornea transplants people corneas blood supply cornea oxygen tears blood donation adults pint blood donation fluids donation hours blood parts blood cells blood cells plasma platelets blood day life apheresis donation blood separation machine hours blood cells years,74,3.70
138,306,A31A20Z5P0UJBH,1,k2,,,0,0.00
139,307,A3IB7YJHP04OHI,1,k2,"Bone Graft:  is a medical procedure to replace bone if you get into an accident or other.  
Blood Donation:  When people donate their blood they have to be tested first to see what type they are.  You have to have the same type as the donor if you need blood.  If not you have to have type O as it can replace any other type.  
Corneal transplants:  You can have a corneal transplant rather quickly.  It is usually an in and out of the hospital.  ",bone graft procedure bone accident blood donation people blood type type donor need blood type type transplants transplant hospital,19,0.95
140,305,A3K8RMYHHGISUI,1,k2,,,0,0.00
141,308,a158pdr33qvurp,1,k2,,,0,0.00
142,309,A3PGCZCYMXQMZ8,1,k2,"Bone grafts are used to replace cartilage, tendon and bone tissue 
Bone grafts from a donor are called allografts
Bone grafts from the host are called autografts
Bone tissue from a donor is held in a tissue bank
Donor tissue is collected from donors who were in good health 
Tissue Banks process and prepare donor tissue to reduce the risk of, contamination, infection and rejection 
Risks of bone graft surgery are pain due to accidentally cut nerves, and rejection of donor tissue 

Blood donation usually takes one of two forms 
One method is having the donor blood drawn through a needle into a bag 
Another method uses a machine to separate the blood into different components as necessary 
Blood Banks store the blood 
Anticoagulants are used to keep the blood from clotting 
Blood donors are screened prior to donation to prevent the transmission of disease 
Large needles are used during donation to protect against shearing of red blood cells 
Some patients are allergic to donor white blood cells 
A blood donor can replenish their fluids within 24 hours 
It takes several weeks for a donor to replenish their red blood cell count 
A blood donor can donate up to a pint of blood

The cornea is the thin transparent part on the surface of the eye 
The cornea is made of three layers
A cornea transplant can either transplant all three layers or just some 
A transplant using less than the three layers is called a lamellar cornea transplant 
The cornea has no blood 
The cornea stays healthy from tears and oxygen 
Cornea transplant patients have a shorter wait time than other transplant patients ",bone cartilage tendon bone tissue bone donor bone host bone tissue donor tissue bank donor tissue donors health tissue banks process donor tissue risk contamination infection rejection risks bone graft surgery pain nerves rejection donor tissue blood donation forms method donor blood needle bag method machine blood components blood banks store blood blood blood donors donation transmission disease needles donation shearing blood cells patients donor blood cells blood donor fluids hours weeks donor blood cell blood donor pint blood cornea part surface eye cornea layers cornea transplant transplant layers transplant layers cornea transplant cornea blood cornea tears oxygen cornea transplant patients time transplant patients,104,5.20
143,310,test5,1,k2,Donation autograft allograft,donation autograft allograft,3,0.15
144,322,A33B85TN97HQ33,1,k2,"bone graft- bone grafts usually come from donors. the bone undergoes extensive testing to determine if it is healthy and then frozen until use.
blood donation- everyone can donate a pint of blood a day. the body regenerates most of it within 24 hours, the red blood cells take longer.
corneal transplants-the cornea has different layers, some regenerate, some do not. each layer can now undergo a transplant without having to harm healthy layers.",bone graft bone donors bone testing blood donation everyone pint blood day body hours blood cells cornea layers layer transplant layers,21,1.05
145,313,A3KPD2V7R3IPBZ,1,k2,,,0,0.00
146,329,A2XVOYY8BDEZXF,1,k2,,,0,0.00
147,323,A2R40R4O6G0YBY,1,k2,,,0,0.00
148,319,A249M2F9FFNIK2,1,k2,,,0,0.00
149,321,A1HWTTN3JEUNZY,1,k2,,,0,0.00
150,332,A3JWLZQE19KVPT,1,k2,"bone graft transplants bone tissue
repairs bones, tendons and cartilage
allograft is from another person
allograft bone comes from deceased 
bone tissue bank keeps the tissue
processing prepares the donated bone for transplant
autograft uses bone from the same person",bone graft transplants bone tissue bones tendons cartilage allograft person allograft bone bone tissue bank tissue processing bone transplant autograft bone person,22,1.10
151,316,A2A4EX36X0JB4R,1,k2,"Blood donation is used for surgeries or diseased patients.  Donation can be done through the vein or apheresis.  If done from the vein it contains all the ingredients and kept in a plastic bag.  If done through apheresis the different parts are separated for different uses.  An average healthy adult can donate up to one pint of blood safely and the body will restore the fluids within 24 hours and the red blood cells in several weeks.
Bone grafts are done to repair bone tissue, cartilage or tendons, usually in the hips, knee, or spine.  It can be used to rebuild diseased bones.  Donations coming from Allograft are from deceased individuals.  Only living cells work (osteogenic) and can be added to a graft site from bone or bone marrow.  The fusion stimulates the healing process.
Cornea transplants are called Keratoplasty and are usually done to restore focus.  There are 3 layers to the Cornea.  The cornea absorbs oxygen through our tears since there is no blood flow.  Most cornea transplants are done as an out patient and are released a few hours after the surgery.  The patient can be given a local or general anesthesia for the surgery.  Most donations come from deceased donors.  The surgery is done under a microscope.  The cornea heals slowly due to the lack of blood so the sutures are left for 3 months to a year generally and sometimes they are left permanently.",blood donation surgeries patients donation vein apheresis vein plastic bag apheresis parts pint blood body fluids hours blood cells weeks bone repair bone tissue cartilage tendons hips knee spine bones donations allograft individuals cells graft site bone bone marrow fusion healing process cornea transplants keratoplasty focus layers cornea cornea oxygen tears blood flow cornea transplants patient hours surgery patient anesthesia surgery donations donors surgery microscope cornea lack blood sutures months year,71,3.55
152,330,A2DAEM674ZDADH,1,k2,"Bone grafts can be used from the same person or another person.
Bone grafts can be used for bone in the knee, leg, and arm.
Bone grafts are auto if they come from the same person and allo if they come from another person.
Bone grafts from the same person can cause complications such as pain in the site.
Blood transfusions are used for people that are sick or suffering from an injury.
Blood transfusions are common.
A single person can donate a pint of blood and it will be replenished within 24 hours.
Blood trans fusions use large needles so the sheer doesn’t damage the blood.
Blood can be separated by a machine into red blood cells and plasma.
Corneal transplant
Whole transplants of the cornea or partial layer transplants can be done.
Several diseases can be treated with a corneal transplant.
There are 3 different layers to the cornea.
Herpes patients sometimes have to get corneal transplants because the doctor may have to scrape the infected eye which causes vision loss.
",bone person person bone bone knee arm bone person person bone person cause complications pain site blood transfusions people injury blood transfusions person pint blood hours blood fusions needles damage blood blood machine blood cells plasma transplant transplants cornea layer transplants diseases transplant layers cornea herpes patients transplants scrape eye causes vision loss,53,2.65
153,333,A3BPS4K97FAU7O,1,k2,"Bone grafts are transplanting of bone tissue. They are used to repair & rebuild diseased bones, tendons, or cartilage. Can be used to repair bone loss, enhance bone density, or reduce suffering from illnesses. If someone else donates bone graft, its called allograft. This comes from people who died. Bone grafts can cause chronic pain. There is a chance the allograft will be rejected. Autografts are bone grafts taken from patients own body. These reduce chance of rejection. Blood donations are when people agree to have blood taken. Can be used for transfusions, or separated into components for blood products. Millions need donated blood each year, due to surgery and disease. Most common type of donation is using a vein. The skin is cleaned and large needle is used to reduce possible damage to blood cells. The blood is stored in flexible plastic bags. Apheresis is another type of donation. Blood goes through machine. Allows cell, plasma, platelets to be collected. Healthy adults can donate a pint of blood. Fluids will be restored to body within 24 hours. Cornea Transplant replaces cornea with tissue from donor. This is called keratoplasty. Cornea is the large part of the eye with focus power. It has three layers. The outer layer is epithelium, the inner layer is endothelium, and between them is the stroma. The cornea is nourished by absorbing oxygen from tears.",bone bone tissue repair bones tendons cartilage repair bone loss bone density illnesses someone bone graft allograft people bone cause pain chance allograft bone patients body chance rejection blood donations people blood transfusions components blood products millions need blood year surgery disease type donation vein skin needle damage blood cells blood plastic bags apheresis type donation blood machine cell plasma platelets adults pint blood fluids body hours cornea transplant cornea tissue donor keratoplasty cornea part eye focus power layers layer epithelium layer endothelium stroma cornea oxygen tears,87,4.35
154,326,AH6PQTU8QFO8U,1,k2,,,0,0.00
155,339,A1OXHIJ79K3D2E,1,k2,"There are several different types of bone graft, including autograft and allograft. There are different types of blood donations as well. Corneal transplants are sometimes important for people who have family histories of eye problems.",types bone graft autograft allograft types blood donations transplants people family histories eye problems,14,0.70
156,350,A305GO3YC40CZK,1,k2,,,0,0.00
157,349,A324FQ64NCN2YS,1,k2,"The cornea does not have blood vessels and absorbs Oxygen from tears.
Blood donations come in two different forms, whole blood and blood parts such as Red Cells, Plasma, and platelets.
Bone grafts are when a piece of bone is added to an injury to regrow bone.  
  ",cornea blood vessels oxygen tears blood donations forms blood blood parts cells plasma platelets bone bone injury bone,18,0.90
158,348,A2HNQWBBXY66ST,1,k2,,,0,0.00
159,344,AYA4YHEEEO1T8,1,k2,,,0,0.00
160,352,A187TVQ98O0FN2,1,k2,"Blood donations can be done by sticking a needle carefully under the skin, so the blood cells are not damaged, a person can normally donate a pint of blood every 24 hours. After the blood is collected it is put through a machine and the plasma and red blood cells can be seperated. The blood is stored adding a chemical so it does not become a gel or thicken, the blood is checked for infectious diseases like aids, and hepatitis.

Bone grafts are done by a surgeon to improve bone density, replace bone from cancer, and strenghten joints. A bone graft can come from the patient called a autographt, or a dead person called a allograft. Bone that is going to be grafted has to not have infections. The surgery sight whee the bone is taken from can be quite painful.
Cornea transplants replace a dome shape part of the eye. ",blood donations needle skin blood cells person pint blood hours blood machine plasma blood cells blood blood diseases aids hepatitis bone surgeon bone density bone cancer bone graft patient person allograft bone infections surgery bone cornea transplants shape part eye,40,2.00
161,353,A3LDNYF163XZI6,1,k2,"A bone graft is a transplant of bone tissue to repair diseased bones, tendons, or cartilage
An allograft is a bone graft from another person, usually a cadaver.
Cornea transplants can completely restore vision
Preparing the donated bone for transplantatin is called processing.
The risk of getting HIV from a blood transfusion is lower than getting struck by lightning
Millions of people need blood transfusions each year
Coagulation is the process of blood going from liquid to gel
Apheresis is the other way of drawing blood that uses the machine to separate different parts of the blood.
A cornea transplant is called a Keratoplasty
The cornea has three layers, the epithelium, endothelium, and the stroma
The two different types of cornea transplants are penetrating and lamellar
Leukocyte reduction is removal of white blood cells before a blood transfusion
Some people are allergic to white blood cells in donated blood
The body replaces loss fluids from blood donation within 24 hours
",bone graft transplant bone tissue repair bones tendons cartilage allograft bone graft person cornea transplants vision bone processing risk blood transfusion lightning millions people need blood transfusions year coagulation process blood apheresis way blood machine parts blood cornea transplant keratoplasty cornea layers epithelium endothelium stroma types cornea transplants leukocyte reduction blood cells blood transfusion people blood cells blood body loss fluids blood donation hours,64,3.20
162,355,AKNYT1NTK2UFK,1,k2,"Cornea transplants use the cornea tissue from a cadaver to replace the damaged cornea. They are more common than many kinds of transplants so the waiting list is short. The cornea area does not have blood vessels and uses tears for oxygen.

Blood donation is provided by live donors via a vein who donate a pint at time, which takes about 24 hours for the body to replace. The whole blood can be used or the blood can be broken down into red blood cells, white blood cells, platelets and plasma to provide (apheresis).

Bone grafts are used to replace or restore damaged bones throughout the body. They can be taken from other parts of the patient, from donors, or from manmade substitutions.

",cornea transplants cornea tissue cornea kinds transplants cornea area blood vessels tears oxygen blood donation donors vein pint time hours body blood blood blood cells blood cells platelets plasma apheresis bone bones body parts patient donors,36,1.80
163,356,AIJEWX92UW722,1,k2,,,0,0.00
164,354,a2hq6qyka4nicd,1,k2,"Bone grafts help repair and rebuild bones. They benefit many who have suffered illness that caused bones to deteriorate. 

There are different types of blood donation. There is also plasma donations. Donations save lives and help people live. 

Corneal transplants can be done using parts from the deceased. There are plenty of resources due to this fact. ",bone repair bones benefit illness bones types blood donation plasma donations donations people transplants parts fact,16,0.80
165,359,A6LGUTYKU314W,1,k2,"Bone Graft
allograft
autograft
rejection

Blood Donation
AB
ABO
RH factor
autologous transfusion
rejection
blood

Corneal Transplants
Partial transplant
complete transplant
cell layers
Keratoplasty
dead
no shortage
rejection
eye
retina
cornea
focusing",bone graft allograft autograft rejection blood donation transfusion rejection blood transplants transplant transplant cell layers keratoplasty rejection eye retina cornea,20,1.00
166,361,A25BDZJ7E8I0PG,1,k2,,,0,0.00
