tb8id,uid,sid,topID,quesID,quesAns
78,255,A14D9PSNENZCDT,1,k2,"bone grafts:
the surgeon makes the incision close to the injury
sometimes, chronic pain is caused by accidental harm to the nerves
allograph is a graft from another persons bone, autograph is a graft from a bone from a different part of the body

blood donation:
people can have A, B, AB, and O blood types.  Type O is the most common and can be given to anyone.
the blood donated is tested for diseases and the risk of spreading disease is very low
people can safetly donate 1 pint of blood, typically through a vein
people who are under 110 pounds, under 17 years of age, preganant or given birth within 6 weeks, or are at risk for diseases are not permitted to donate.
corneal transplants:
There are three layers of the cornea, stroma makes up 90% and is the middle most area.
the inner most area is mostly composed of water.
surgeans can replace all or some of the cornea.
more people are willing to donate corneas so people do not have to wait long
sometimes sutures are used to keep the transplant in place.
there are no blood vessels in the cornea, it is kept alive through oxygen."
79,253,A42UZIPIKDFI5,1,k2,"Bone grafts repairs diseased bones, tendons also bone loss bone grafts helps the growth of living bones living cells makes new bones they freeze donated bones they can make sure it is safe  Donations healthy adults can donate 1 pint of blood safely whole blood is blood from a regular donation you get 4 things from a donation red blood cells white blood cells platelets and plasma platelets are colorless blood cells it helps clotting you can not take aspirin for 48 hour before donation plasma is the fluid part of blood you can give plasma once per month autologous is the patient donating their own blood for themselves regular donations are used the most "
80,245,A27N42X43L6EH1,1,k2,"Bone Graft:
-There are 2 types: allograft (from another person) and autograph (from the same persons body)
-autograph is better because the risk of disease, infection and rejection are less
-one side affect is: pain at the site

Blood Donation:
-donor must be at least 16-17 years of age and must weight least 110 pounds
-2 types of donation are: drawn directly from the vein or run through a machine to filter

Corneal Transplants:
-the cornea can become cone shaped (starting in the teen years and becoming gradually worse)
-there are 3 layers of the cornea
-transplants are from other donors
"
81,251,A2PGL01ZNOAZ9W,1,k2,"-cornea is the transparent part of the eye and it helps the eye focus
-it has 3 layers: epithelium (outer), stroma (middle) and endothelium (inner)
-no layers have blood vessels so tears nourish them with the oxygen they need
-A damaged cornea usually means corneal transplant, called a keratoplasty, since cornea is super important for seeing
-a cornea transplant can restore vision and reduce the pain
-cornea transplants are more common than kidney and liver transplants because there are donations from people who have died, which also means more timely donations.
-penetrating cornea transplant is replacing all layers with lamellar being a partial procedure

-Blood type is based on type of antigen on red blood cells
-antigens are protein that stimulate antibodies
-4 bloods types: A, B, AB or O, and each person has one type of those bloods types
-blood types can differ by region of the world; America - 40% = O, Indian and Asia - high in type B; Europe is high with Type A
-For a blood transfusion, the blood types have to match with the exception of O, which is safe for everyone
-People with blood type AB are called ""universal recipients"" because they can accept any type of blood type
-ABO incompatibility can lead to blood in urine, back pain, chills and fever; kidney problems, low blood pressure, death.
-Blood banks store blood by preventing blood from clotting (i.e.coagulation)
-Heparin is a type of anticoagulant 
-Blood banks also screen for things like HIV and hepatitis
-The risk of getting HIV from a transfusion is less than the odds of getting struck by lightning
-CJD is a brain disorder than can be a result of a transfusion
-Some blood banks remove white blood cells because of allergic reactions that some people have
-aphresis is a method of blood collection

-allograft is getting a bone or tissue from someone else
-allografts are used to replace bone, tissue or cartilage and over 900,000 are harvested every year
-
"
82,249,A1BPV7X3HFU3S,1,k2,"   Blood donations are used for transfusions, or seperated into components to make blood products. Drawn from the vein, it will be carefully cleaned. It is important to know the blood type; for the purpose of matching the patient with the correct donated blood type. The different blood types are: A,B,AB, or O.
   Donated tissue is obtained from either another donor (called allograt; or from the patient themselves (called autograft). The surgeon must be very careful when performing the surgery, because mistakescould affect the nerves near the area.
   A cornea transplannt is performed to replace tissue.The procedure is called Keratoplasty. The cornea, which helps us focus; is dome shaped and has three layers. These layers are called Epithelium, stroma (middle layer), and Endothilium. Some patients only have one or two layers replaced; depending on their situation. 

"
83,265,A2A3QA1VCMLUSX,1,k2,"A cornea transplant is a surgery to replace part of your cornea with tissue from a donor
The cornea is located on the outer surface of the eye
The cornea has three layers and all three help focus the eye
If you have damaged the cornea you may have impaired vision or be in a lot of pain
The transplant surgery is called a keratoplasty
There is usually a short wait for cornea transplants
A bone graft is a surgery to transplant bone tissue
The side effects may include chronic pain from the surgical site or rejection
Recovery time depends on the person and the size of the surgery and can take up to 3 months or longer
Blood donation is when a person consents to have their blood drawn so it can be used for transfusions
The blood donation itself usually only takes around 10 minutes
Red blood cells is the part of the blood that patients of transfusions usually need the most

"
84,278,A2FNI9973CF233,1,k2,"If transplanted bones come from another person its called an allograft.

Autograft is one of the safest procedures because there is no risk of transmitting a disease.

Bone Allograft harvest has a potential risk of disease transmission."
85,281,A1IV8V08K6S98Y,1,k2,"Blood Donations:usually involved either full/whole blood donation (of all components) or a process called apheresis where the blood is separated into white blood cells, red blood cells, platelets and plasma. Either way, it is extracted with a needle but with Apheresis, the blood enters a machine where it is separated into the individual components. Each component has a specific use during blood transfusions in surgery or for a specific treatment needed as a result of a certain condition. And each type of extraction from a donor has during recovery periods and different consideration about applicability and safety. 

Bone Grafts are basically bone transfusions where a disease or accident has weakened or ruined a patients bone mass in a certain area that now requires treatment to help the bne heal or actually re-grow. 

Corneal transplants are needed when a patients cornea has become diseased or damaged. Fortunately, there is a good supply of corneas from deceased patients, making a long wait unnecessary. The cornea as an organ is important for vision and focus so if one of its three layers (the epithelium, stroma or endothelium) become damaged, either a full (penetrating) corneal transplant or partial (lamallar) corneal transplant might be needed. Interestingly, Corneas get their nourishment from tears as there is no blood cell ""connectivity"" in the cornea. "
86,285,ABUABR22YMOGG,1,k2,"A bone graft is the transplant of bone tissue, it can also be used to repair bone loss caused by fractures from accidents, or to enhance the density and quality of existing bone, or to reduce suffering from a variety of illnesses, such as tumors or cancers.If the transplanted bone comes from another person, it is called an Allograft.If the transplanted bone originates from another part of the patient’s own body, it is called an Autograft.I learned that Blood donation is a procedure in which a person agrees to have blood drawn so that it can be used for transfusions or separated into components to make blood products.There are different types of donation. The most common way is to take blood from a vein as whole blood.Another way is called Apheresis, in which the whole blood goes through a special machine to separate it during the donation, so that only certain parts of blood are collected.A cornea transplant is a surgical procedure to replace part of your cornea with tissue from a donor. The procedure is also called a Keratoplasty. The cornea is the transparent, dome-shaped surface of your eye.The cornea has three different layers. The outermost layer is called the epithelium. The innermost layer is the Endothelium. Sitting between the epithelium and the Endothelium is the Stroma. Interestingly, these layers have no blood vessels, so the cornea is nourished by absorbing oxygen from tears.The procedure that transplants all the layers of the cornea is called a penetrating cornea transplant.The procedure that replaces only some of the layers of cornea is called Lamellar cornea transplant. "
87,280,A3DKYNYN50FYFY,1,k2,"Blood Donation:
 Donors can donate whole blood or blood components, which include red blood cells, white blood cells, platelets and plasma.
 Apheresis is a method for taking blood components from a donor.
 Red Blood cells can be stored for up to ten years.  
"
88,284,A1WGRC3OHD9HP8,1,k2,"Corneal transplants can involve one of the three layers of the cornea or just one.  The procedure can save a persons eyesight. It is called keriotoplasty. A bone graft can involve taking bone from one part of your own body and grafting to another called autograft or taking from another person called allagraft.  There is pain in the area of the graft.  Conditions like cancer can cause bone grafts to be needed.  Blood donation can be done by 16 or 17 years old or older depending on the state.  Donors must weigh 110 lbs. and not have had cancer or heart disease.  A pint can be give with not negative effects and the blood is replaced within 24 hours.  Blood types are A, B, AB and O.  Your body will reject the wrong blood type.O is a universal donor and AB is universal recipient.  A large needle is used so blood cells are not damaged.  Whole blood is taken or a machine can break the blood into components.  "
89,289,A38PKJM1ZRMDT8,1,k2,I learned a lot.
90,291,A1TNQU9L5L62PL,1,k2,"
A bone graft is the transplant of bone tissue. Surgeons use bone grafts to repair and rebuild diseased bones, tendons, and cartilage in the hips, knees and spine. Bone grafts can be used to enhance the density and quality of existing bones or to reduce suffering from cancer or tumors. If the transplated bone comes from someone else, it is called an allograft. Most allografts come from the bones of people who have died. Donated bones are frozen. If the transplanted bone originates from another part of the patient’s own body, it is called an autograft. In some cases they use a man-made substitute. Drawbacks from the procedure include pain if nerves are cut, or rejection of the implants. Bone grafts enable the body to build new bones by providing a framework to support the growth of new bone cells. An allograft usually comes from dead people with excellent medical histories who have chosen to be organ donors. Freezing the bones reduces the risk of transmitting infection and disease. Autografts reduce the risk of rejection because they come from the patients own body.

Blood donation is a procedure where a person agrees to have their blood drawn so that it can be used for transfusions or to make blood products. Millions of people need blood transfusions each year because of surgery or disease. The most common blood donation is to take blood from the vein. A large needle is used to minimize the forces that can damage the blood cells as they flow through the needle. The blood is stored in a flexible plastic bag. Another blood donation type is aphresis in which the whole blood goes through a special machine to separate it into parts such as red blood cells, plasma, platelets, and white blood cells. Healthy people can donate a pint of blood without any problems. The body replaces the lost fluids within 24 hours of a donation. The lost red blood cells get replenished within several weeks. Blood banks preserve blood by adding chemicals that keep the blood from clotting until it is needed. The process where blood turns from a liquid to a gel is called coagulation or clotting. Blood banks useananticoagulant, such as Heparin and refrigerate the blood to keep it liquid. It is possible to store blood for years depending on the component. Blood banks also test the blood for infection agents. Besides getting HIV, another risk is getting CJD from a transfusion. CJD is the human version of mad cow disease and is very rare, but fatal brain disorder. Some blood banks remove white blood cells from the blood. This is called leukocyte reduction. Some people are allergic to white blood cells in donated blood. Every person has one of the following blood types: A, B, AB, or O. This is determined by whether the blood contains the A- or B- antigen, both, or neither. About 40% of americans have type O blood

Corneal Transplants transplant the cornea of one person onto another person."
91,302,A3AFOESOUB7CXU,1,k2,"Blood donations are used for transfusions or they can be separated into their various components.  Each year, millions of people need blood from donations due to surgery or disease.  There are different methods for extracting the blood from a donor.  The most common method is using a large needle and drawing the blood from a vein.  There are four different components of blood:  red blood cells, white blood cells, platelets and plasma. People can donate approximately every four months. "
92,303,ANGB67ECCF73,1,k2,"Bone Grafts:
1) Osteoblasts are responsible for the formation of new bone
2) A bone graft creates a framework for new bone to grow
3) A bone graft from elsewhere in the patients body is called an autograft
4) A bone graft from an outside source is an allograft
5) Allografts come from cadavers (dead people)
6) Some side effects of a bone graft is chronic pain or rejection of the graft.

Cornea Transplants:
1) A cornea transplant is called a keratoplast
2) From superficial to deep the cornea has three layers the epithelium, stroma, and endothelium
3) Varying layers of the corea are needed in transplantation
4) Most cornea transplants come from cadavers (dead people)
5) Corneas have no blood supply of their own
6) The cornea acquires oxygen from tears

Blood Donation:
1) Healthy adults can give 1 pint of blood per donation.
2) The fluids lost in a donation can be replaced in 24 hours.
3) Whole blood can be separated into 4 parts: Red blood cells, white blood cells, plasma, and platelets
4) Whole blood has a 30 day shelf life
5) Apheresis (donation via blood separation machine) typically takes 2 hours to complete
6) Red blood cells can be frozen and stored for up to 10 years."
93,307,A3IB7YJHP04OHI,1,k2,"Bone Graft:  is a medical procedure to replace bone if you get into an accident or other.  
Blood Donation:  When people donate their blood they have to be tested first to see what type they are.  You have to have the same type as the donor if you need blood.  If not you have to have type O as it can replace any other type.  
Corneal transplants:  You can have a corneal transplant rather quickly.  It is usually an in and out of the hospital.  "
94,309,A3PGCZCYMXQMZ8,1,k2,"Bone grafts are used to replace cartilage, tendon and bone tissue 
Bone grafts from a donor are called allografts
Bone grafts from the host are called autografts
Bone tissue from a donor is held in a tissue bank
Donor tissue is collected from donors who were in good health 
Tissue Banks process and prepare donor tissue to reduce the risk of, contamination, infection and rejection 
Risks of bone graft surgery are pain due to accidentally cut nerves, and rejection of donor tissue 

Blood donation usually takes one of two forms 
One method is having the donor blood drawn through a needle into a bag 
Another method uses a machine to separate the blood into different components as necessary 
Blood Banks store the blood 
Anticoagulants are used to keep the blood from clotting 
Blood donors are screened prior to donation to prevent the transmission of disease 
Large needles are used during donation to protect against shearing of red blood cells 
Some patients are allergic to donor white blood cells 
A blood donor can replenish their fluids within 24 hours 
It takes several weeks for a donor to replenish their red blood cell count 
A blood donor can donate up to a pint of blood

The cornea is the thin transparent part on the surface of the eye 
The cornea is made of three layers
A cornea transplant can either transplant all three layers or just some 
A transplant using less than the three layers is called a lamellar cornea transplant 
The cornea has no blood 
The cornea stays healthy from tears and oxygen 
Cornea transplant patients have a shorter wait time than other transplant patients "
95,310,test5,1,k2,Donation autograft allograft
96,322,A33B85TN97HQ33,1,k2,"bone graft- bone grafts usually come from donors. the bone undergoes extensive testing to determine if it is healthy and then frozen until use.
blood donation- everyone can donate a pint of blood a day. the body regenerates most of it within 24 hours, the red blood cells take longer.
corneal transplants-the cornea has different layers, some regenerate, some do not. each layer can now undergo a transplant without having to harm healthy layers."
97,316,A2A4EX36X0JB4R,1,k2,"Blood donation is used for surgeries or diseased patients.  Donation can be done through the vein or apheresis.  If done from the vein it contains all the ingredients and kept in a plastic bag.  If done through apheresis the different parts are separated for different uses.  An average healthy adult can donate up to one pint of blood safely and the body will restore the fluids within 24 hours and the red blood cells in several weeks.
Bone grafts are done to repair bone tissue, cartilage or tendons, usually in the hips, knee, or spine.  It can be used to rebuild diseased bones.  Donations coming from Allograft are from deceased individuals.  Only living cells work (osteogenic) and can be added to a graft site from bone or bone marrow.  The fusion stimulates the healing process.
Cornea transplants are called Keratoplasty and are usually done to restore focus.  There are 3 layers to the Cornea.  The cornea absorbs oxygen through our tears since there is no blood flow.  Most cornea transplants are done as an out patient and are released a few hours after the surgery.  The patient can be given a local or general anesthesia for the surgery.  Most donations come from deceased donors.  The surgery is done under a microscope.  The cornea heals slowly due to the lack of blood so the sutures are left for 3 months to a year generally and sometimes they are left permanently."
98,332,A3JWLZQE19KVPT,1,k2,"bone graft transplants bone tissue
repairs bones, tendons and cartilage
allograft is from another person
allograft bone comes from deceased 
bone tissue bank keeps the tissue
processing prepares the donated bone for transplant
autograft uses bone from the same person"
99,333,A3BPS4K97FAU7O,1,k2,"Bone grafts are transplanting of bone tissue. They are used to repair & rebuild diseased bones, tendons, or cartilage. Can be used to repair bone loss, enhance bone density, or reduce suffering from illnesses. If someone else donates bone graft, its called allograft. This comes from people who died. Bone grafts can cause chronic pain. There is a chance the allograft will be rejected. Autografts are bone grafts taken from patients own body. These reduce chance of rejection. Blood donations are when people agree to have blood taken. Can be used for transfusions, or separated into components for blood products. Millions need donated blood each year, due to surgery and disease. Most common type of donation is using a vein. The skin is cleaned and large needle is used to reduce possible damage to blood cells. The blood is stored in flexible plastic bags. Apheresis is another type of donation. Blood goes through machine. Allows cell, plasma, platelets to be collected. Healthy adults can donate a pint of blood. Fluids will be restored to body within 24 hours. Cornea Transplant replaces cornea with tissue from donor. This is called keratoplasty. Cornea is the large part of the eye with focus power. It has three layers. The outer layer is epithelium, the inner layer is endothelium, and between them is the stroma. The cornea is nourished by absorbing oxygen from tears."
100,330,A2DAEM674ZDADH,1,k2,"Bone grafts can be used from the same person or another person.
Bone grafts can be used for bone in the knee, leg, and arm.
Bone grafts are auto if they come from the same person and allo if they come from another person.
Bone grafts from the same person can cause complications such as pain in the site.
Blood transfusions are used for people that are sick or suffering from an injury.
Blood transfusions are common.
A single person can donate a pint of blood and it will be replenished within 24 hours.
Blood trans fusions use large needles so the sheer doesn’t damage the blood.
Blood can be separated by a machine into red blood cells and plasma.
Corneal transplant
Whole transplants of the cornea or partial layer transplants can be done.
Several diseases can be treated with a corneal transplant.
There are 3 different layers to the cornea.
Herpes patients sometimes have to get corneal transplants because the doctor may have to scrape the infected eye which causes vision loss.
"
101,339,A1OXHIJ79K3D2E,1,k2,"There are several different types of bone graft, including autograft and allograft. There are different types of blood donations as well. Corneal transplants are sometimes important for people who have family histories of eye problems."
102,349,A324FQ64NCN2YS,1,k2,"The cornea does not have blood vessels and absorbs Oxygen from tears.
Blood donations come in two different forms, whole blood and blood parts such as Red Cells, Plasma, and platelets.
Bone grafts are when a piece of bone is added to an injury to regrow bone.  
  "
103,352,A187TVQ98O0FN2,1,k2,"Blood donations can be done by sticking a needle carefully under the skin, so the blood cells are not damaged, a person can normally donate a pint of blood every 24 hours. After the blood is collected it is put through a machine and the plasma and red blood cells can be seperated. The blood is stored adding a chemical so it does not become a gel or thicken, the blood is checked for infectious diseases like aids, and hepatitis.

Bone grafts are done by a surgeon to improve bone density, replace bone from cancer, and strenghten joints. A bone graft can come from the patient called a autographt, or a dead person called a allograft. Bone that is going to be grafted has to not have infections. The surgery sight whee the bone is taken from can be quite painful.
Cornea transplants replace a dome shape part of the eye. "
104,353,A3LDNYF163XZI6,1,k2,"A bone graft is a transplant of bone tissue to repair diseased bones, tendons, or cartilage
An allograft is a bone graft from another person, usually a cadaver.
Cornea transplants can completely restore vision
Preparing the donated bone for transplantatin is called processing.
The risk of getting HIV from a blood transfusion is lower than getting struck by lightning
Millions of people need blood transfusions each year
Coagulation is the process of blood going from liquid to gel
Apheresis is the other way of drawing blood that uses the machine to separate different parts of the blood.
A cornea transplant is called a Keratoplasty
The cornea has three layers, the epithelium, endothelium, and the stroma
The two different types of cornea transplants are penetrating and lamellar
Leukocyte reduction is removal of white blood cells before a blood transfusion
Some people are allergic to white blood cells in donated blood
The body replaces loss fluids from blood donation within 24 hours
"
105,355,AKNYT1NTK2UFK,1,k2,"Cornea transplants use the cornea tissue from a cadaver to replace the damaged cornea. They are more common than many kinds of transplants so the waiting list is short. The cornea area does not have blood vessels and uses tears for oxygen.

Blood donation is provided by live donors via a vein who donate a pint at time, which takes about 24 hours for the body to replace. The whole blood can be used or the blood can be broken down into red blood cells, white blood cells, platelets and plasma to provide (apheresis).

Bone grafts are used to replace or restore damaged bones throughout the body. They can be taken from other parts of the patient, from donors, or from manmade substitutions.

"
106,354,a2hq6qyka4nicd,1,k2,"Bone grafts help repair and rebuild bones. They benefit many who have suffered illness that caused bones to deteriorate. 

There are different types of blood donation. There is also plasma donations. Donations save lives and help people live. 

Corneal transplants can be done using parts from the deceased. There are plenty of resources due to this fact. "
107,359,A6LGUTYKU314W,1,k2,"Bone Graft
allograft
autograft
rejection

Blood Donation
AB
ABO
RH factor
autologous transfusion
rejection
blood

Corneal Transplants
Partial transplant
complete transplant
cell layers
Keratoplasty
dead
no shortage
rejection
eye
retina
cornea
focusing"
108,367,A2NQOD21QCRKG0,1,k2,"The first and most striking thing to me was the level of testing necessary to ensure that transplanted tissues are as safe as possible and have the smallest chance of rejection from the host. Next I found it extremely interesting that blood can be broken down into many different parts all of which can be used for various types of transplants. I was unaware that there was a minimum weight requirement for blood donors, that women can not donate blood for 6 weeks following pregnancy, that certain blood products can be stored for years prior to transplantation, or that donor blood is so carefully screened now. I was not aware that corneal transplants were becoming so common and that they required such short wait times as compared to other types of transplants. I did not know that bone grafts or transplants required real or synthetic bone. It seems that transplant and donation has come a long way since the early days of medicine."
109,364,AHJQDF8PAHVDP,1,k2,"In regards to bone grafts, Grafts can also be used to repair bone loss. Blood donation can be stored in a plastic bag. To  replacing a  your cornea is known as keratoplasty"
110,373,A2SVH0NMK7OE57,1,k2,"an autograft is when bone or bone marrow if taken from the same patient.
blood can be run through a machine to separate different components of blood such as red blood cells, white blood cells, and plasma, so doctors can take only what they need.
If a patient were to donate blood saline would be introduced into the system to prevent a lower blood pressure which would cause lightheadedness or fainting.
corneal transplants are usually taken from donated deceased bodies, and the demand is much easier to fill than that of kidneys and livers.
radiation therapy can interfere with bone regeneration
corneal has three layers
corneal can feel pain, but does not had red blood vessels
"
111,378,A1MW350A7ECNSJ,1,k2,"Millions of people donate blood every year for surgeries resulting in excess blood loss and for diseases requiring a blood transfusion. Most people can safely donate 1 pint of blood since the fluids lost will regenerate in 24 hours and the red bloods cells will be replaced in a few weeks. A large needle is required so the red blood cells are not damaged during extraction and a machine is used to separate platelets, plasma and red blood cells should the recipient not require a whole blood transfusion."
112,379,A344DR7QJ4E3UI,1,k2,"bone grafts are used to make existing bone tissues to grow larger and stronger. 

corneas donors are typically  dead individuals. There is not a shortage of cornea for transplants. 

blood is vacuumed from the vessels with large needles.  "
113,392,ARNX6JWMYEOAP,1,k2,"Bone Graft - Allograft is from a dead person that has been screened for disease. It can be better for the receiver because they only need one surgery and not two to remove bone from one area to another.
Autograft is from the patient who needs a graft. Benefits are less rejection, and chances of catching a disease. Down side is there will be two operations to harvest the bone which can lead to pain and long healing. 
Corneal - not all the tissue has to be replaced, and most people agree to donate when they die. More people are able to receive a transplant due to this unlike kidney or heart patients.
Blood donation - people agree to donate because they want to help someone. Blood is screened for disease, and heparin is added so that it can be stored longer."
114,396,A27TPKZZ723Z24,1,k2,"Blood donation is common life saving procedure in which one person donates some of their blood to someone else. Millions of people each year need blood donations. Taking blood from a vein as whole blood is the most common way. A large needle is used so that red blood cells will not be damaged. Another way is for the blood to separated into different sections such as platelets. The lost fluids and blood cells will be replaced within the healthy donors body with 24 hours to a few weeks. 

 A bone graft is a transplant of bone tissue. Bone graphs are used to rebuild damaged and diseased bones. Some bone grafts come from people who have died young or unexpectedly, persons with any history of cancer are not suitable to donate bone graft. An alternative to a bone graft is a man made bone substitute. 

A cornea transplant is where the cornea is replaced with the cornea from a donor. There is often not a long wait for people to get a cornea transplant. People who need cornea transplants often have diseases or conditions of the eye. 

 "
115,398,ABL2FXYMI00T6,1,k2,"1. Bone graft is the Transplant of bone tissues.

2. Millions of people need a blood donation because of surgery or disease.

3. After a blood donation, your body replaces lost fluids within 24 hours. & lost blood cells within a few weeks. 

4. Plasma constitutes to 55% of blood volume.

5. The Cornea has 3 different layers. 

6. The outer most layer of the cornea is called the epithelium.

7. The inner-part of the Cornea is called the endothelial.

8. Corneatrans is also called a Keratoplasty.
"
116,399,A3RQDXPX5IL4N6,1,k2,"Bone Graft
-Can receive grafts from other people, self, or man-made
-Used to treat diseases
-can become have chronic pain after surgery in area of surgery
-bones are frozen before transplant to preserve it

Blood donation
-several different blood types
- blood is tested for diseases before given to donor 
-Type O used in emergencies, type AB can receive any other blood type
-Some blood types are more common in certain races

Corneal transplants
-eye has 3 layers
-there are different transplant techniques 
"
117,400,text6,1,k2,now please type donation transplants
118,401,test7,1,k2,test
119,402,1001,1,k2,"Bone grafts may be necessary for people who have fractured a bone or for people with diseases that cause bone loss. 
Bone grafts are common in the hip, spine, and knee regions. 
The bone tissue may come either from the patient themselves or from a donor who has died. 
Bone grafts may result in chronic pain if the doctor accidentally damages nerves during surgery. 
Bone samples must be screened and tested throughly to ensure that they are safe for the recipient (e.g. that they are not cancerous bones). 
Sometimes man-made bones are used in bone grafts. 


Blood donation is another important way that donors can make a difference because many people need blood transfusions everyday. 
Blood is either collected from donors in its whole form, or it is separated into its four different parts: red blood cells, white blood cells, plasma, and platelets. 
Plasma and platelets help with blood clotting in the body. 
Red blood cells make hemoglobin. 
The red and white bloods cells work to defend the body again infection. 
AB Plasma is the plasma type that can be accepted by anybody (i.e. it is the universal type). 
People can safely donate plasma once a month.
It is not advisable to take Aspirin for at least 48 hours before donating blood, as Aspirin is a blood thinner.
Sometimes people have blood taken to be used by themselves at a later stage (e.g. after surgery). 
It is safe to donate approximately 1 pint of blood at a time. 


The cornea is a cone-shaped part of the eye. 
It consists of three layers. 
Sometimes a corneal transplant replaces the whole cornea, and sometimes not all of the layers need to be replaced. 
A person might need a corneal transplant after having cataract surgery, or if they have some disorder, such as Fuchs disorder. 
The cornea is a delicate structure and rejection occurs in 1 of 5 cases. 
Scientists from Switzerland and Canada have developed a synthetic cornea made of collagen. 
Generally people who are waiting for a cornea are able to get one quickly compared to a liver or heart transplant. This is because more people seem willing to donate their corneas. 







"
120,403,2001,1,k2,"Bone Grafts

Bone grafts may be done to repair diseased or injured bone, or to fill in spaces where bone has deteriorated.

Grafts most commonly done on spine, legs, one other place?

Pain may result from grafts if surgeon damages nerves near bone.



Blood Donation

Blood donation may consist of complete blood donation, or just red cell donation.

Large needle is used when red blood cells are taken.  Other three parts of blood (white cells, plasma, platelets) are returned to body without damage.  Saline is also added.  Saline may cause patient may be light-headed after procedure.

Red cell collection takes 2 hours, only 10 minutes of which are actual collection.

Liquid is returned to blood system in 24 hours; red cell replacement takes longer. 



Corneal Transplants

The cornea is made of 3 layers, and it is dome-shaped.  It has no blood vessels, but gets its nourishment from tears.

It may be replaced completely, or just one or two of the layers may be replaced.

Corneal transplants are more common than liver or kidney transplants, because more people donate corneas at death.

Corneas are replaced to improve focus or to improve the way they look.  




"
121,405,2002,1,k2,"Bone graft is usually bone donated by deceeded person and grafted to injured area of patient called allograft or can be done with bone from patient. Only occasionally is there a problem. 



Blood transfer—there are four blood types A, B, AB, O.  AB can receive all blood types.  O is most common.  Although that varies by nationality.
Individuals that have had certain diseases can not provide blood.  




Cornea transplant—cornea of a patient can be replaced by donor. There are 3 layers of the cornea with middle being called the Stoma.    Sutures are used and maybe in for as long as a year.
"
122,406,1003,1,k2,"•	Corneas thrive off of oxygen from tears not from blood supply 
•	Most corneas come from deceased donors 
•	Many people are choosing to donate their corneas after they die 
•	Corneas have three layers 
•	Not all layers need to be replaced during surgery 
•	A new procedure allows a surgeon to inject an air bubble under the transplanted tissue, and then the cornea heals around it 
•	After surgery, corneas can take a few weeks to a year to regain full focus ability 
•	Corneas are transparent 
•	Bone grafts are done usually in the hips, knees, and spines 
•	People who smoke have a harder time recuperating from bone surgery because there is less blood flow to the graft   
•	Bone grafts are done to repair bones that have not healed properly 
•	Often times surgeons fuse the bones together, usually in spinal surgeries 
•	A bone graft from the patient is called an autograft 
•	Bone grafts from donors are called allograft
•	Donor banks test the bone they receive from donors to make sure they won’t transfer anytime of disease 
•	Many people receive bone grafts after battles with cancer, or if a bone break/fracture did not heal properly 
•	Blood donation can be done if various ways in order to get different parts of the blood (i.e. plasma donation)
•	 During blood donation a nurse cleans the area and then inserts a large needle 
•	Healthy adults can donate up to one pint of blood and be fine afterwards 
•	A large needle is used during donating to ensure the red blood cells are not damaged. 
"
123,407,1004,1,k2,"Bone grafts are very useful, and can be used for repairing injured bone or just for reinforcing weak bones. Usually an incision is made in the bone, near the injured site, and new bone tissue is put in, to form a framework for new bone growth. Athletes who have injured knees or people who have back pain can either have bone grafts in the knee of spine. Compared to other types of surgery, this surgery causes minimal trauma for the patient, but there is still risk of the patient rejecting the inserted bone tissue. 

Bone grafts are separated into three types, according to where the transplanted bone comes from. When a patient transplants a part of his own bone into a new site, it is called an autograph. The bone can come from many places, such as the hip, but never the knee or the spine. If the transplanted bone comes from another donor, usually a deceased one, it is called an allograph. Nowadays, there is also the choice to use synthetic bone.

Blood donation starts with the process of collecting blood, and there are two different ways. The first method is taking whole blood directly from the vein. The skin over the vein from which we want to collect blood is thoroughly sanitized, and a large needle is usually chosen to minimize the shearing damage that the red blood cells might suffer from when passing through the needle. The second method is called apheresis, where blood is passed through a machine before collection. These machines can separate blood, and allow us to collect only what we need. 

When donating blood, we match up the donor and the recipient’s blood type to reduce the chance of rejection. There is type O, type A, type B, and type AB. They either have antigen A, antigen B, both, or neither. 40% of the people in America are type O, type B is more common in Asia, and type A is more common in Europe. People who are type O are called universal donors while type AB people are called universal recipients. There is also a difference between Rh-positive and Rh-negative. If someone is Rh-positive, they can receive both Rh-positive and Rh-negative blood. When there is an emergency, however, and there isn’t enough time to test a patient’s blood type, the patient is given type O blood. 

Blood banks do many things, including storing blood, testing blood, and processing it. Blood congeals, or “coagulates”, very soon if it isn’t treated. In order to store blood for long periods of time, blood banks inject anticoagulants into the collected blood. Blood banks can also test blood for HIVs, and modern technology has become so reliable that there is less chance of getting an HIV from donated blood that getting stung by a wasp. Some people are allergic to the white blood cells in donated blood, and blood banks can process the donated blood beforehand to separate the white blood cells. 

The cornea is what allows our eyes to focus and see. There are two types of corneal transplants, the first replaces only the outer layer of the cornea, and the second replaces the outer, middle, and inner layer of the cornea. Many people have elected to donate their cornea upon passing away, so the wait for corneas is not as long as the wait for livers or kidneys. The interesting thing is that in all layers of the cornea, there are no veins, so the cornea receives its nutrition from the oxygen contained in tears. "
